trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,start_service_area_id,end_service_area_id,start_service_area_radius,end_service_area_radius,continuous_pickup,continuous_drop_off,pickup_area_id,drop_off_area_id,pickup_service_area_radius,drop_off_service_area_radius
147,13:59:00,13:59:00,70081,15,San Francisco,0,0,49358.9157387437,1,,,,,1,1,,,,
147,14:05:00,14:05:00,70061,16,San Francisco,0,0,53677.2603393453,1,,,,,1,1,,,,
147,14:10:00,14:10:00,70051,17,San Francisco,0,0,57827.0774448156,1,,,,,1,1,,,,
147,14:14:00,14:14:00,70041,18,San Francisco,0,0,60796.0539504916,1,,,,,1,1,,,,
147,14:21:00,14:21:00,70031,19,San Francisco,0,0,67471.2383195063,1,,,,,1,1,,,,
147,14:27:00,14:27:00,70021,20,San Francisco,0,0,72889.701995615,1,,,,,1,1,,,,
147,14:32:00,14:32:00,70011,21,San Francisco,0,0,75412.8477957101,1,,,,,1,1,,,,
151,13:50:00,13:50:00,70261,1,San Francisco,0,0,0,1,,,,,1,1,,,,
151,13:56:00,13:56:00,70241,2,San Francisco,0,0,4121.0312279651,1,,,,,1,1,,,,
151,14:02:00,14:02:00,70231,3,San Francisco,0,0,10016.3784446975,1,,,,,1,1,,,,
151,14:06:00,14:06:00,70221,4,San Francisco,0,0,13203.4729348399,1,,,,,1,1,,,,
151,14:12:00,14:12:00,70211,5,San Francisco,0,0,17517.6746005032,1,,,,,1,1,,,,
151,14:16:00,14:16:00,70201,6,San Francisco,0,0,20625.8583537593,1,,,,,1,1,,,,
151,14:20:00,14:20:00,70191,7,San Francisco,0,0,24569.4408440563,1,,,,,1,1,,,,
151,14:25:00,14:25:00,70171,8,San Francisco,0,0,27117.3871635043,1,,,,,1,1,,,,
151,14:29:00,14:29:00,70161,9,San Francisco,0,0,29128.1469454012,1,,,,,1,1,,,,
151,14:35:00,14:35:00,70141,10,San Francisco,0,0,34729.7518755537,1,,,,,1,1,,,,
151,14:40:00,14:40:00,70131,11,San Francisco,0,0,38221.3674485055,1,,,,,1,1,,,,
151,14:43:00,14:43:00,70121,12,San Francisco,0,0,40206.8878329039,1,,,,,1,1,,,,
151,14:51:00,14:51:00,70101,13,San Francisco,0,0,44899.1588574731,1,,,,,1,1,,,,
151,14:56:00,14:56:00,70091,14,San Francisco,0,0,47034.4988845676,1,,,,,1,1,,,,
151,14:59:00,14:59:00,70081,15,San Francisco,0,0,49358.9157387437,1,,,,,1,1,,,,
151,15:05:00,15:05:00,70061,16,San Francisco,0,0,53677.2603393453,1,,,,,1,1,,,,
151,15:10:00,15:10:00,70051,17,San Francisco,0,0,57827.0774448156,1,,,,,1,1,,,,
151,15:14:00,15:14:00,70041,18,San Francisco,0,0,60796.0539504916,1,,,,,1,1,,,,
151,15:21:00,15:21:00,70031,19,San Francisco,0,0,67471.2383195063,1,,,,,1,1,,,,
151,15:27:00,15:27:00,70021,20,San Francisco,0,0,72889.701995615,1,,,,,1,1,,,,
151,15:32:00,15:32:00,70011,21,San Francisco,0,0,75412.8477957101,1,,,,,1,1,,,,
101,04:28:00,04:28:00,70261,1,San Francisco,0,0,0,1,,,,,1,1,,,,
101,04:34:00,04:34:00,70241,2,San Francisco,0,0,4121.0312279651,1,,,,,1,1,,,,
101,04:40:00,04:40:00,70231,3,San Francisco,0,0,10016.3784446975,1,,,,,1,1,,,,
101,04:44:00,04:44:00,70221,4,San Francisco,0,0,13203.4729348399,1,,,,,1,1,,,,
101,04:49:00,04:49:00,70211,5,San Francisco,0,0,17517.6746005032,1,,,,,1,1,,,,
101,04:53:00,04:53:00,70201,6,San Francisco,0,0,20625.8583537593,1,,,,,1,1,,,,
101,04:57:00,04:57:00,70191,7,San Francisco,0,0,24569.4408440563,1,,,,,1,1,,,,
101,05:01:00,05:01:00,70171,8,San Francisco,0,0,27117.3871635043,1,,,,,1,1,,,,
101,05:04:00,05:04:00,70161,9,San Francisco,0,0,29128.1469454012,1,,,,,1,1,,,,
101,05:10:00,05:10:00,70141,10,San Francisco,0,0,34729.7518755537,1,,,,,1,1,,,,
101,05:15:00,05:15:00,70131,11,San Francisco,0,0,38221.3674485055,1,,,,,1,1,,,,
101,05:18:00,05:18:00,70121,12,San Francisco,0,0,40206.8878329039,1,,,,,1,1,,,,
101,05:25:00,05:25:00,70101,13,San Francisco,0,0,44899.1588574731,1,,,,,1,1,,,,
101,05:28:00,05:28:00,70091,14,San Francisco,0,0,47034.4988845676,1,,,,,1,1,,,,
101,05:32:00,05:32:00,70081,15,San Francisco,0,0,49358.9157387437,1,,,,,1,1,,,,
101,05:37:00,05:37:00,70061,16,San Francisco,0,0,53677.2603393453,1,,,,,1,1,,,,
101,05:41:00,05:41:00,70051,17,San Francisco,0,0,57827.0774448156,1,,,,,1,1,,,,
101,05:45:00,05:45:00,70041,18,San Francisco,0,0,60796.0539504916,1,,,,,1,1,,,,
101,05:52:00,05:52:00,70031,19,San Francisco,0,0,67471.2383195063,1,,,,,1,1,,,,
101,05:57:00,05:57:00,70021,20,San Francisco,0,0,72889.701995615,1,,,,,1,1,,,,
101,06:03:00,06:03:00,70011,21,San Francisco,0,0,75412.8477957101,1,,,,,1,1,,,,
143,10:50:00,10:50:00,70261,1,San Francisco,0,0,0,1,,,,,1,1,,,,
143,10:56:00,10:56:00,70241,2,San Francisco,0,0,4121.0312279651,1,,,,,1,1,,,,
143,11:02:00,11:02:00,70231,3,San Francisco,0,0,10016.3784446975,1,,,,,1,1,,,,
143,11:06:00,11:06:00,70221,4,San Francisco,0,0,13203.4729348399,1,,,,,1,1,,,,
143,11:12:00,11:12:00,70211,5,San Francisco,0,0,17517.6746005032,1,,,,,1,1,,,,
143,11:16:00,11:16:00,70201,6,San Francisco,0,0,20625.8583537593,1,,,,,1,1,,,,
143,11:20:00,11:20:00,70191,7,San Francisco,0,0,24569.4408440563,1,,,,,1,1,,,,
143,11:25:00,11:25:00,70171,8,San Francisco,0,0,27117.3871635043,1,,,,,1,1,,,,
143,11:29:00,11:29:00,70161,9,San Francisco,0,0,29128.1469454012,1,,,,,1,1,,,,
143,11:35:00,11:35:00,70141,10,San Francisco,0,0,34729.7518755537,1,,,,,1,1,,,,
143,11:40:00,11:40:00,70131,11,San Francisco,0,0,38221.3674485055,1,,,,,1,1,,,,
143,11:43:00,11:43:00,70121,12,San Francisco,0,0,40206.8878329039,1,,,,,1,1,,,,
143,11:51:00,11:51:00,70101,13,San Francisco,0,0,44899.1588574731,1,,,,,1,1,,,,
143,11:56:00,11:56:00,70091,14,San Francisco,0,0,47034.4988845676,1,,,,,1,1,,,,
143,11:59:00,11:59:00,70081,15,San Francisco,0,0,49358.9157387437,1,,,,,1,1,,,,
143,12:05:00,12:05:00,70061,16,San Francisco,0,0,53677.2603393453,1,,,,,1,1,,,,
143,12:10:00,12:10:00,70051,17,San Francisco,0,0,57827.0774448156,1,,,,,1,1,,,,
143,12:14:00,12:14:00,70041,18,San Francisco,0,0,60796.0539504916,1,,,,,1,1,,,,
143,12:21:00,12:21:00,70031,19,San Francisco,0,0,67471.2383195063,1,,,,,1,1,,,,
143,12:27:00,12:27:00,70021,20,San Francisco,0,0,72889.701995615,1,,,,,1,1,,,,
143,12:32:00,12:32:00,70011,21,San Francisco,0,0,75412.8477957101,1,,,,,1,1,,,,
104,05:25:00,05:25:00,70012,1,Tamien,0,0,0,1,,,,,1,1,,,,
104,05:30:00,05:30:00,70022,2,Tamien,0,0,2521.94934933267,1,,,,,1,1,,,,
104,05:35:00,05:35:00,70032,3,Tamien,0,0,8397.84794910678,1,,,,,1,1,,,,
104,05:42:00,05:42:00,70042,4,Tamien,0,0,15088.0092277266,1,,,,,1,1,,,,
104,05:46:00,05:46:00,70052,5,Tamien,0,0,18052.8628122446,1,,,,,1,1,,,,
104,05:50:00,05:50:00,70062,6,Tamien,0,0,22207.6548813605,1,,,,,1,1,,,,
104,05:55:00,05:55:00,70082,7,Tamien,0,0,26519.480031524,1,,,,,1,1,,,,
104,05:59:00,05:59:00,70092,8,Tamien,0,0,28827.3276430155,1,,,,,1,1,,,,
104,06:02:00,06:02:00,70102,9,Tamien,0,0,30976.3197680702,1,,,,,1,1,,,,
104,06:09:00,06:09:00,70122,10,Tamien,0,0,35666.4021022917,1,,,,,1,1,,,,
104,06:13:00,06:13:00,70132,11,Tamien,0,0,37656.6416999767,1,,,,,1,1,,,,
104,06:17:00,06:17:00,70142,12,Tamien,0,0,41149.2598216519,1,,,,,1,1,,,,
104,06:23:00,06:23:00,70162,13,Tamien,0,0,46749.826533835,1,,,,,1,1,,,,
104,06:27:00,06:27:00,70172,14,Tamien,0,0,48761.2088485237,1,,,,,1,1,,,,
104,06:30:00,06:30:00,70192,15,Tamien,0,0,51309.4787532993,1,,,,,1,1,,,,
104,06:35:00,06:35:00,70202,16,Tamien,0,0,55249.1638642551,1,,,,,1,1,,,,
104,06:39:00,06:39:00,70212,17,Tamien,0,0,58357.5781396187,1,,,,,1,1,,,,
104,06:44:00,06:44:00,70222,18,Tamien,0,0,62670.0955597657,1,,,,,1,1,,,,
104,06:49:00,06:49:00,70232,19,Tamien,0,0,65860.0393332122,1,,,,,1,1,,,,
104,06:55:00,06:55:00,70242,20,Tamien,0,0,71749.7194646974,1,,,,,1,1,,,,
104,07:04:00,07:04:00,70262,21,Tamien,0,0,75875.0072695704,1,,,,,1,1,,,,
104,07:09:00,07:09:00,70272,22,Tamien,0,0,78762.9747477299,1,,,,,1,1,,,,
138,09:35:00,09:35:00,70012,1,Tamien,0,0,0,1,,,,,1,1,,,,
138,09:40:00,09:40:00,70022,2,Tamien,0,0,2521.94934933267,1,,,,,1,1,,,,
138,09:45:00,09:45:00,70032,3,Tamien,0,0,8397.84794910678,1,,,,,1,1,,,,
138,09:52:00,09:52:00,70042,4,Tamien,0,0,15088.0092277266,1,,,,,1,1,,,,
138,09:56:00,09:56:00,70052,5,Tamien,0,0,18052.8628122446,1,,,,,1,1,,,,
138,10:01:00,10:01:00,70062,6,Tamien,0,0,22207.6548813605,1,,,,,1,1,,,,
138,10:06:00,10:06:00,70082,7,Tamien,0,0,26519.480031524,1,,,,,1,1,,,,
138,10:10:00,10:10:00,70092,8,Tamien,0,0,28827.3276430155,1,,,,,1,1,,,,
138,10:14:00,10:14:00,70102,9,Tamien,0,0,30976.3197680702,1,,,,,1,1,,,,
138,10:21:00,10:21:00,70122,10,Tamien,0,0,35666.4021022917,1,,,,,1,1,,,,
138,10:25:00,10:25:00,70132,11,Tamien,0,0,37656.6416999767,1,,,,,1,1,,,,
138,10:30:00,10:30:00,70142,12,Tamien,0,0,41149.2598216519,1,,,,,1,1,,,,
138,10:36:00,10:36:00,70162,13,Tamien,0,0,46749.826533835,1,,,,,1,1,,,,
138,10:41:00,10:41:00,70172,14,Tamien,0,0,48761.2088485237,1,,,,,1,1,,,,
138,10:44:00,10:44:00,70192,15,Tamien,0,0,51309.4787532993,1,,,,,1,1,,,,
138,10:49:00,10:49:00,70202,16,Tamien,0,0,55249.1638642551,1,,,,,1,1,,,,
138,10:54:00,10:54:00,70212,17,Tamien,0,0,58357.5781396187,1,,,,,1,1,,,,
138,10:59:00,10:59:00,70222,18,Tamien,0,0,62670.0955597657,1,,,,,1,1,,,,
138,11:04:00,11:04:00,70232,19,Tamien,0,0,65860.0393332122,1,,,,,1,1,,,,
138,11:10:00,11:10:00,70242,20,Tamien,0,0,71749.7194646974,1,,,,,1,1,,,,
138,11:18:00,11:18:00,70262,21,Tamien,0,0,75875.0072695704,1,,,,,1,1,,,,
138,11:23:00,11:23:00,70272,22,Tamien,0,0,78762.9747477299,1,,,,,1,1,,,,
142,11:35:00,11:35:00,70012,1,San Jose Diridon,0,0,0,1,,,,,1,1,,,,
142,11:40:00,11:40:00,70022,2,San Jose Diridon,0,0,2521.94934933267,1,,,,,1,1,,,,
142,11:45:00,11:45:00,70032,3,San Jose Diridon,0,0,8397.84794910678,1,,,,,1,1,,,,
142,11:52:00,11:52:00,70042,4,San Jose Diridon,0,0,15088.0092277266,1,,,,,1,1,,,,
142,11:56:00,11:56:00,70052,5,San Jose Diridon,0,0,18052.8628122446,1,,,,,1,1,,,,
142,12:01:00,12:01:00,70062,6,San Jose Diridon,0,0,22207.6548813605,1,,,,,1,1,,,,
142,12:06:00,12:06:00,70082,7,San Jose Diridon,0,0,26519.480031524,1,,,,,1,1,,,,
142,12:10:00,12:10:00,70092,8,San Jose Diridon,0,0,28827.3276430155,1,,,,,1,1,,,,
142,12:14:00,12:14:00,70102,9,San Jose Diridon,0,0,30976.3197680702,1,,,,,1,1,,,,
142,12:21:00,12:21:00,70122,10,San Jose Diridon,0,0,35666.4021022917,1,,,,,1,1,,,,
142,12:25:00,12:25:00,70132,11,San Jose Diridon,0,0,37656.6416999767,1,,,,,1,1,,,,
142,12:30:00,12:30:00,70142,12,San Jose Diridon,0,0,41149.2598216519,1,,,,,1,1,,,,
142,12:36:00,12:36:00,70162,13,San Jose Diridon,0,0,46749.826533835,1,,,,,1,1,,,,
142,12:41:00,12:41:00,70172,14,San Jose Diridon,0,0,48761.2088485237,1,,,,,1,1,,,,
142,12:44:00,12:44:00,70192,15,San Jose Diridon,0,0,51309.4787532993,1,,,,,1,1,,,,
142,12:49:00,12:49:00,70202,16,San Jose Diridon,0,0,55249.1638642551,1,,,,,1,1,,,,
142,12:54:00,12:54:00,70212,17,San Jose Diridon,0,0,58357.5781396187,1,,,,,1,1,,,,
142,12:59:00,12:59:00,70222,18,San Jose Diridon,0,0,62670.0955597657,1,,,,,1,1,,,,
142,13:04:00,13:04:00,70232,19,San Jose Diridon,0,0,65860.0393332122,1,,,,,1,1,,,,
142,13:10:00,13:10:00,70242,20,San Jose Diridon,0,0,71749.7194646974,1,,,,,1,1,,,,
142,13:16:00,13:16:00,70262,21,San Jose Diridon,0,0,75875.0072696699,1,,,,,1,1,,,,
146,13:35:00,13:35:00,70012,1,San Jose Diridon,0,0,0,1,,,,,1,1,,,,
146,13:40:00,13:40:00,70022,2,San Jose Diridon,0,0,2521.94934933267,1,,,,,1,1,,,,
146,13:45:00,13:45:00,70032,3,San Jose Diridon,0,0,8397.84794910678,1,,,,,1,1,,,,
146,13:52:00,13:52:00,70042,4,San Jose Diridon,0,0,15088.0092277266,1,,,,,1,1,,,,
146,13:56:00,13:56:00,70052,5,San Jose Diridon,0,0,18052.8628122446,1,,,,,1,1,,,,
146,14:01:00,14:01:00,70062,6,San Jose Diridon,0,0,22207.6548813605,1,,,,,1,1,,,,
146,14:06:00,14:06:00,70082,7,San Jose Diridon,0,0,26519.480031524,1,,,,,1,1,,,,
146,14:10:00,14:10:00,70092,8,San Jose Diridon,0,0,28827.3276430155,1,,,,,1,1,,,,
146,14:14:00,14:14:00,70102,9,San Jose Diridon,0,0,30976.3197680702,1,,,,,1,1,,,,
146,14:21:00,14:21:00,70122,10,San Jose Diridon,0,0,35666.4021022917,1,,,,,1,1,,,,
146,14:25:00,14:25:00,70132,11,San Jose Diridon,0,0,37656.6416999767,1,,,,,1,1,,,,
146,14:30:00,14:30:00,70142,12,San Jose Diridon,0,0,41149.2598216519,1,,,,,1,1,,,,
146,14:36:00,14:36:00,70162,13,San Jose Diridon,0,0,46749.826533835,1,,,,,1,1,,,,
146,14:41:00,14:41:00,70172,14,San Jose Diridon,0,0,48761.2088485237,1,,,,,1,1,,,,
146,14:44:00,14:44:00,70192,15,San Jose Diridon,0,0,51309.4787532993,1,,,,,1,1,,,,
146,14:49:00,14:49:00,70202,16,San Jose Diridon,0,0,55249.1638642551,1,,,,,1,1,,,,
146,14:54:00,14:54:00,70212,17,San Jose Diridon,0,0,58357.5781396187,1,,,,,1,1,,,,
146,14:59:00,14:59:00,70222,18,San Jose Diridon,0,0,62670.0955597657,1,,,,,1,1,,,,
146,15:04:00,15:04:00,70232,19,San Jose Diridon,0,0,65860.0393332122,1,,,,,1,1,,,,
146,15:10:00,15:10:00,70242,20,San Jose Diridon,0,0,71749.7194646974,1,,,,,1,1,,,,
146,15:16:00,15:16:00,70262,21,San Jose Diridon,0,0,75875.0072696699,1,,,,,1,1,,,,
150,15:15:00,15:15:00,70012,1,,0,0,0,1,,,,,1,1,,,,
150,15:21:00,15:21:00,70022,2,,0,0,2521.94934933267,1,,,,,1,1,,,,
150,15:26:00,15:26:00,70032,3,,0,0,8397.84794910678,1,,,,,1,1,,,,
150,15:32:00,15:32:00,70042,4,,0,0,15088.0092277266,1,,,,,1,1,,,,
150,15:36:00,15:36:00,70052,5,,0,0,18052.8628122446,1,,,,,1,1,,,,
150,15:41:00,15:41:00,70062,6,,0,0,22207.6548813605,1,,,,,1,1,,,,
150,15:46:00,15:46:00,70082,7,,0,0,26519.480031524,1,,,,,1,1,,,,
150,15:50:00,15:50:00,70092,8,,0,0,28827.3276430155,1,,,,,1,1,,,,
150,15:53:00,15:53:00,70102,9,,0,0,30976.3197680702,1,,,,,1,1,,,,
150,16:01:00,16:01:00,70122,10,,0,0,35666.4021022917,1,,,,,1,1,,,,
150,16:04:00,16:04:00,70132,11,,0,0,37656.6416999767,1,,,,,1,1,,,,
150,16:09:00,16:09:00,70142,12,,0,0,41149.2598216519,1,,,,,1,1,,,,
150,16:15:00,16:15:00,70162,13,,0,0,46749.826533835,1,,,,,1,1,,,,
150,16:19:00,16:19:00,70172,14,,0,0,48761.2088485237,1,,,,,1,1,,,,
150,16:23:00,16:23:00,70192,15,,0,0,51309.4787532993,1,,,,,1,1,,,,
150,16:28:00,16:28:00,70202,16,,0,0,55249.1638642551,1,,,,,1,1,,,,
150,16:33:00,16:33:00,70212,17,,0,0,58357.5781396187,1,,,,,1,1,,,,
150,16:38:00,16:38:00,70222,18,,0,0,62670.0955597657,1,,,,,1,1,,,,
150,16:43:00,16:43:00,70232,19,,0,0,65860.0393332122,1,,,,,1,1,,,,
150,16:49:00,16:49:00,70242,20,,0,0,71749.7194646974,1,,,,,1,1,,,,
150,16:52:00,16:52:00,70252,21,,0,0,74002.1500744345,1,,,,,1,1,,,,
150,16:59:00,16:59:00,70262,22,,0,0,75874.6787641139,1,,,,,1,1,,,,
150,17:06:00,17:06:00,70272,23,,0,0,78762.5346947152,1,,,,,1,1,,,,
150,17:13:00,17:13:00,70282,24,,0,0,83761.7462750196,1,,,,,1,1,,,,
150,17:19:00,17:19:00,70292,25,,0,0,89065.9486990374,1,,,,,1,1,,,,
150,17:32:00,17:32:00,70302,26,,0,0,108116.71406387,1,,,,,1,1,,,,
150,17:38:00,17:38:00,70312,27,,0,0,114034.263563924,1,,,,,1,1,,,,
150,17:51:00,17:51:00,70322,28,,0,0,124095.85828595,1,,,,,1,1,,,,
102,04:51:00,04:51:00,70012,1,San Jose Diridon,0,0,0,1,,,,,1,1,,,,
102,04:56:00,04:56:00,70022,2,San Jose Diridon,0,0,2521.94934933267,1,,,,,1,1,,,,
102,05:01:00,05:01:00,70032,3,San Jose Diridon,0,0,8397.84794910678,1,,,,,1,1,,,,
102,05:08:00,05:08:00,70042,4,San Jose Diridon,0,0,15088.0092277266,1,,,,,1,1,,,,
102,05:12:00,05:12:00,70052,5,San Jose Diridon,0,0,18052.8628122446,1,,,,,1,1,,,,
102,05:16:00,05:16:00,70062,6,San Jose Diridon,0,0,22207.6548813605,1,,,,,1,1,,,,
102,05:21:00,05:21:00,70082,7,San Jose Diridon,0,0,26519.480031524,1,,,,,1,1,,,,
102,05:25:00,05:25:00,70092,8,San Jose Diridon,0,0,28827.3276430155,1,,,,,1,1,,,,
102,05:28:00,05:28:00,70102,9,San Jose Diridon,0,0,30976.3197680702,1,,,,,1,1,,,,
102,05:35:00,05:35:00,70122,10,San Jose Diridon,0,0,35666.4021022917,1,,,,,1,1,,,,
102,05:39:00,05:39:00,70132,11,San Jose Diridon,0,0,37656.6416999767,1,,,,,1,1,,,,
102,05:43:00,05:43:00,70142,12,San Jose Diridon,0,0,41149.2598216519,1,,,,,1,1,,,,
102,05:49:00,05:49:00,70162,13,San Jose Diridon,0,0,46749.826533835,1,,,,,1,1,,,,
102,05:53:00,05:53:00,70172,14,San Jose Diridon,0,0,48761.2088485237,1,,,,,1,1,,,,
102,05:56:00,05:56:00,70192,15,San Jose Diridon,0,0,51309.4787532993,1,,,,,1,1,,,,
102,06:01:00,06:01:00,70202,16,San Jose Diridon,0,0,55249.1638642551,1,,,,,1,1,,,,
102,06:05:00,06:05:00,70212,17,San Jose Diridon,0,0,58357.5781396187,1,,,,,1,1,,,,
102,06:10:00,06:10:00,70222,18,San Jose Diridon,0,0,62670.0955597657,1,,,,,1,1,,,,
102,06:14:00,06:14:00,70232,19,San Jose Diridon,0,0,65860.0393332122,1,,,,,1,1,,,,
102,06:20:00,06:20:00,70242,20,San Jose Diridon,0,0,71749.7194646974,1,,,,,1,1,,,,
102,06:27:00,06:27:00,70262,21,San Jose Diridon,0,0,75875.0072696699,1,,,,,1,1,,,,
134,08:33:00,08:33:00,70012,1,San Jose Diridon,0,0,0,1,,,,,1,1,,,,
134,08:38:00,08:38:00,70022,2,San Jose Diridon,0,0,2521.94934933267,1,,,,,1,1,,,,
134,08:44:00,08:44:00,70032,3,San Jose Diridon,0,0,8397.84794910678,1,,,,,1,1,,,,
134,08:50:00,08:50:00,70042,4,San Jose Diridon,0,0,15088.0092277266,1,,,,,1,1,,,,
134,08:54:00,08:54:00,70052,5,San Jose Diridon,0,0,18052.8628122446,1,,,,,1,1,,,,
134,08:59:00,08:59:00,70062,6,San Jose Diridon,0,0,22207.6548813605,1,,,,,1,1,,,,
134,09:04:00,09:04:00,70082,7,San Jose Diridon,0,0,26519.480031524,1,,,,,1,1,,,,
134,09:07:00,09:07:00,70092,8,San Jose Diridon,0,0,28827.3276430155,1,,,,,1,1,,,,
134,09:11:00,09:11:00,70102,9,San Jose Diridon,0,0,30976.3197680702,1,,,,,1,1,,,,
134,09:18:00,09:18:00,70122,10,San Jose Diridon,0,0,35666.4021022917,1,,,,,1,1,,,,
134,09:22:00,09:22:00,70132,11,San Jose Diridon,0,0,37656.6416999767,1,,,,,1,1,,,,
134,09:27:00,09:27:00,70142,12,San Jose Diridon,0,0,41149.2598216519,1,,,,,1,1,,,,
134,09:35:00,09:35:00,70162,13,San Jose Diridon,0,0,46749.826533835,1,,,,,1,1,,,,
134,09:39:00,09:39:00,70172,14,San Jose Diridon,0,0,48761.2088485237,1,,,,,1,1,,,,
134,09:43:00,09:43:00,70192,15,San Jose Diridon,0,0,51309.4787532993,1,,,,,1,1,,,,
134,09:47:00,09:47:00,70202,16,San Jose Diridon,0,0,55249.1638642551,1,,,,,1,1,,,,
134,09:52:00,09:52:00,70212,17,San Jose Diridon,0,0,58357.5781396187,1,,,,,1,1,,,,
134,09:57:00,09:57:00,70222,18,San Jose Diridon,0,0,62670.0955597657,1,,,,,1,1,,,,
134,10:02:00,10:02:00,70232,19,San Jose Diridon,0,0,65860.0393332122,1,,,,,1,1,,,,
134,10:07:00,10:07:00,70242,20,San Jose Diridon,0,0,71749.7194646974,1,,,,,1,1,,,,
134,10:14:00,10:14:00,70262,21,San Jose Diridon,0,0,75875.0072696699,1,,,,,1,1,,,,
192,20:35:00,20:35:00,70012,1,Tamien,0,0,0,1,,,,,1,1,,,,
192,20:40:00,20:40:00,70022,2,Tamien,0,0,2521.94934933267,1,,,,,1,1,,,,
192,20:45:00,20:45:00,70032,3,Tamien,0,0,8397.84794910678,1,,,,,1,1,,,,
192,20:52:00,20:52:00,70042,4,Tamien,0,0,15088.0092277266,1,,,,,1,1,,,,
192,20:56:00,20:56:00,70052,5,Tamien,0,0,18052.8628122446,1,,,,,1,1,,,,
192,21:01:00,21:01:00,70062,6,Tamien,0,0,22207.6548813605,1,,,,,1,1,,,,
192,21:06:00,21:06:00,70082,7,Tamien,0,0,26519.480031524,1,,,,,1,1,,,,
192,21:10:00,21:10:00,70092,8,Tamien,0,0,28827.3276430155,1,,,,,1,1,,,,
